ID,ScientificName,Dak_Cval,AB_Cval,KS_Cval,IL_Cval,Dispersal_syndrome,Dispersal_unit_type,Leaf_arrangement_type,Leaf_color,Leaf_compoundness,Leaf_phenology,Leaf_phenology_type,Leaf_shape,Photosynthesis_pathway,Plant_growth_form,Plant_growth_rate,Plant_lifespan,Plant_propagation_type,Plant_resprouting_capacity,Plant_tolerance_to_drought,Plant_tolerance_to_fire,Plant_tolerance_to_salt,Plant_tolerance_to_shade,Plant_vegetative_regeneration_capacity,Plant_woodiness,Seed_germination_requirement,Seed_storage_behaviour,LDMC,leafN_drymass,Seed_germ_rate,Seed_mass,SLA_no_petiole_or_rachis,SLA_plus_petiole_and_rachis,Veg_height
920,Solidago riddellii,10,,,7,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,0.2,NA,NA,NA
921,Solidago rigida,4,,3,4,NA,NA,alternate,NA,simple,NA,deciduous,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,orthodox,0.26691267,12.44723514,NA,0.684433333,7.62195122,11.42630103,0.975757576
925,Sophora nuttalliana,6,,5,,NA,NA,alternate,NA,compound,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
926,Sorghastrum nutans,6,,5,4,NA,NA,alternate,green,simple,SuF,NA,NA,c4,graminoid,moderate,perennial,NA,yes,med,intermediate,medium,intolerant,yes,non-woody,no,NA,0.372645266,13.57370216,NA,1.74884203,17.73554961,16.27935606,0.562128095
931,Sphaeralcea coccinea,4,,3,,NA,NA,alternate,green,simple,SpSu,deciduous,NA,c3,herb,fast,perennial,NA,no,high,intermediate,low,intolerant,yes,non-woody,no,NA,0.321994199,26.66991734,NA,2.925724638,7.44193694,9.1289286,0.107517749
932,Spiraea alba,7,5,,6,NA,seed,alternate,green,simple,SpSu,deciduous,lanceolate,c3,shrub,moderate,perennial,NA,yes,low,intermediate,none,intermediate,yes,woody,yes,orthodox,0.432604292,16.84082637,NA,0.616038647,14.10688124,21.04113326,0.870126667
933,Spiranthes cernua,8,,5,4,NA,NA,alternate,green,simple,SpSu,NA,NA,NA,herb,moderate,perennial,NA,no,none,intermediate,none,intolerant,yes,non-woody,no,NA,NA,NA,NA,0.004,NA,NA,0.4572
934,Spiranthes magnicamporum,8,,6,6,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
935,Spiranthes romanzoffiana,9,8,,10,NA,NA,alternate,green,simple,Su,NA,NA,c3,herb,moderate,perennial,vegetative,no,none,no,none,intermediate,yes,non-woody,no,NA,NA,NA,NA,0.411725955,NA,NA,0.307
936,Spiranthes vernalis,8,,,7,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,25.92,NA,NA,15.67398119,NA,NA
937,Spirodela polyrhiza,3,5,6,5,gravity,vegetative,alternate,NA,simple,NA,NA,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,intolerant,yes,non-woody,NA,NA,NA,NA,NA,NA,29.81,NA,0.0076875
938,Sporobolus airoides,5,,3,,NA,NA,alternate,green,simple,SpSu,NA,NA,c4,graminoid,moderate,perennial,NA,no,high,intermediate,high,intolerant,yes,non-woody,no,orthodox,NA,22.93834941,94,0.259799862,NA,9.87,0.9144
939,Sporobolus cryptandrus,6,,0,4,NA,fruit,alternate,green,simple,Sp,NA,NA,c4,herb,moderate,perennial,NA,no,high,intermediate,medium,intolerant,yes,non-woody,no,orthodox,NA,20.74286145,100,0.111993347,23.76530214,18.01509434,0.419993651
940,Sporobolus heterolepis,10,,8,9,NA,NA,alternate,green,simple,SpSu,NA,NA,c4,graminoid,moderate,perennial,NA,no,med,intermediate,none,intermediate,yes,non-woody,no,orthodox,0.412634422,9.68,NA,1.386067326,11.33786848,15.57049162,0.345683636
941,Sporobolus neglectus,0,,1,1,NA,NA,alternate,NA,simple,NA,NA,NA,NA,graminoid,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,17.67,NA,0.525,13.49527665,NA,0.175
942,Stachys pilosa,3,4,6,,gravity,seed,opposite,dark green,simple,SpSu,deciduous,NA,c3,herb,moderate,perennial,seed and vegetative,no,low,intermediate,low,intolerant,yes,non-woody,no,orthodox,0.200168,25,83,1.124412237,43.4,60.0739167,0.614376
943,Stachys tenuifolia,8,,4,5,NA,NA,opposite,green,simple,SpSu,NA,NA,NA,herb,moderate,perennial,NA,no,low,intermediate,none,tolerant,yes,non-woody,no,NA,0.221107366,NA,NA,1.075746473,17.3375,56.977904,0.812
944,Stellaria crassifolia,9,6,,,NA,seed,opposite,NA,simple,NA,evergreen,lanceolate,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,0.065
945,Stellaria longifolia,8,3,,6,multi,seed,opposite,dark green,simple,SpSu,NA,lanceolate,NA,herb,moderate,perennial,NA,no,none,intermediate,none,tolerant,yes,non-woody,no,NA,NA,NA,NA,0.173461167,NA,NA,0.2046
946,Stellaria longipes,9,3,,,NA,NA,opposite,green,simple,Sp,NA,NA,NA,herb,moderate,perennial,NA,no,low,intermediate,none,intermediate,yes,non-woody,no,NA,NA,NA,NA,0.201954326,NA,NA,0.18716
948,Hesperostipa comata,6,,7,,NA,NA,alternate,NA,simple,NA,deciduous,NA,c3,graminoid,NA,perennial,NA,NA,NA,NA,NA,NA,none,non-woody,NA,orthodox,0.440481667,19.83149459,78,4.992615385,7.604062478,5.9607603,0.233384615
949,Stipa spartea,8,,,6,NA,NA,alternate,green,simple,SpSu,NA,NA,c3,graminoid,moderate,perennial,NA,no,med,intermediate,none,NA,yes,non-woody,no,NA,0.404241437,15.69766,NA,17.03613269,26.71318871,8.968191495,0.696088889
950,Strophostyles helvola,7,,3,3,NA,NA,alternate,NA,compound,NA,NA,NA,NA,vine,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,orthodox,NA,NA,NA,56.7,NA,NA,NA
951,Strophostyles leiosperma,6,,3,4,NA,NA,alternate,NA,compound,NA,NA,NA,NA,vine,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.240083558,NA,NA,12.69045238,NA,NA,0.137666667
952,Suaeda calceoliformis,2,4,4,,NA,NA,alternate,NA,simple,NA,NA,NA,c4,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,yes,NA,NA,NA,NA,NA,NA,NA,NA
954,Suckleya suckleyana,1,,5,,NA,NA,opposite,NA,simple,NA,NA,NA,c3,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
955,Symphoricarpos occidentalis,3,,2,6,auto,NA,alternate,green,simple,Sp,NA,NA,c3,shrub,moderate,perennial,NA,yes,high,intermediate,low,intermediate,NA,woody,yes,orthodox,NA,NA,NA,5.98733239,NA,NA,0.9144
958,Thalictrum dasycarpum,7,,4,5,NA,NA,alternate,NA,compound,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.220450017,11.9,NA,2.363333333,NA,37.91270526,0.56
959,Thalictrum dioicum,7,,8,5,NA,NA,alternate,NA,compound,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.202169636,16.325,NA,2.15275,NA,59.01690845,0.46625
961,Thelesperma filifolium,2,,4,,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,2.21,NA,NA,NA
965,Tilia americana,7,,6,5,auto,NA,alternate,green,simple,SpSu,deciduous,acute,c3,tree,moderate,perennial,NA,yes,med,intermediate,none,tolerant,NA,woody,yes,orthodox,0.2598,26.38518145,NA,89.80347661,32.15758854,31.72181247,12.05053333
966,Townsendia exscapa,8,,6,,auto,NA,rosette,NA,simple,NA,deciduous,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.26415,18.29333333,NA,1.097142857,11.96258908,NA,0.0313
968,Toxicodendron rydbergii,3,,2,,NA,NA,alternate,NA,compound,NA,NA,NA,c3,shrub,NA,perennial,NA,NA,NA,NA,NA,NA,NA,woody,NA,NA,0.250576986,NA,NA,NA,NA,43.12763158,0.18
969,Tradescantia bracteata,7,,5,,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,31.91,NA,NA,17.84302778,NA,NA
974,Trichostema brachiatum,10,,5,7,NA,NA,opposite,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.35,NA,NA,2.05,NA,NA,0.334
984,Triglochin maritima,5,,,10,gravity,seed,rosette,NA,simple,NA,NA,NA,c3,herb,NA,perennial,seed and vegetative,NA,NA,NA,med-high,intolerant,yes,non-woody,yes,NA,0.132712,NA,84.33333333,0.594769231,NA,11.52933333,0.3525
985,Triglochin palustris,8,6,,,multi,seed,rosette,NA,simple,NA,deciduous,NA,c3,herb,NA,perennial,vegetative,NA,NA,NA,medium,intolerant,yes,non-woody,NA,NA,0.1685,NA,NA,0.805,31.65,NA,0.336363636
987,Trillium nivale,10,,,8,animal,NA,whorled,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
988,Triodanis leptocarpa,8,,3,,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,19.265,NA,NA,21.60000001,NA,NA
989,Triodanis perfoliata,6,,2,2,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,orthodox,0.179190751,NA,84,0.03,NA,36.81290322,0.26
990,Triplasis purpurea,9,,7,6,NA,NA,alternate,NA,simple,NA,NA,NA,c4,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
992,Typha latifolia,2,,1,1,water,fruit,rosette,green,simple,SpSu,deciduous,lanceolate,c3,herb,fast,perennial,seed and vegetative,no,none,intermediate,low,intolerant,yes,non-woody,no,orthodox,0.199587666,15.2121822,97,0.094856,11.69754764,11.11359149,1.797636364
993,Ulmus americana,3,,2,5,auto,NA,alternate,green,simple,SpSu,deciduous,obtuse,c3,tree,fast,perennial,NA,yes,med,no,none,intermediate,NA,woody,yes,orthodox,NA,19.96645455,NA,5.691376461,NA,13.80384265,35.64087273
995,Ulmus rubra,5,,3,3,auto,NA,alternate,green,simple,SpSu,deciduous,acuminate,c3,tree,fast,perennial,NA,yes,med,no,none,tolerant,NA,woody,yes,orthodox,NA,21.83333333,NA,10.86027679,NA,19.29195601,27.0464
996,Ulmus thomasii,10,,9,8,auto,NA,alternate,green,simple,SpSu,deciduous,acuminate,c3,tree,moderate,perennial,NA,yes,low,intermediate,none,intermediate,NA,woody,no,orthodox,NA,21.2,NA,64.5251181,NA,NA,26.85173333
997,Urtica dioica,0,2,1,2,animal,seed,opposite,NA,simple,NA,deciduous,cordate,c3,herb,NA,perennial,seed and vegetative,NA,NA,NA,low,low,yes,non-woody,NA,orthodox,0.26306048,43.63433222,100,0.162172414,27.94374993,27.47539914,0.769606631
998,Utricularia intermedia,10,7,,,animal,seed,alternate,NA,compound,NA,NA,lobed,c3,herb,NA,perennial,NA,NA,NA,NA,NA,intolerant,yes,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,0.209615385
999,Utricularia minor,10,7,,,animal,seed,alternate,green,compound,SpSu,NA,lobed,c3,herb,fast,perennial,vegetative,no,none,yes,none,intolerant,yes,non-woody,no,uncertain,NA,NA,NA,1.509661836,NA,NA,0.21506
1000,Utricularia vulgaris,2,4,,6,animal,seed,alternate,NA,compound,NA,NA,lobed,c3,herb,NA,perennial,vegetative,NA,NA,NA,none,intolerant,yes,non-woody,NA,orthodox,0.064297231,31.72094926,NA,NA,57.14,124.930322,0.891666667
1001,Uvularia grandiflora,10,,9,7,animal,NA,alternate,NA,compound,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.178351094,20.66666667,NA,5.021,NA,45.33018868,0.44
1002,Uvularia sessilifolia,10,,9,8,NA,NA,alternate,NA,simple,NA,NA,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,25.4,NA,NA,NA,NA,NA
1003,Vallisneria americana,10,,,7,NA,NA,rosette,green,simple,Su,NA,NA,NA,herb,fast,perennial,NA,no,none,yes,none,intolerant,none,non-woody,no,uncertain,0.05598,28.5,NA,3.354804079,NA,43.941,0.3048
1006,Verbena bracteata,0,,,1,NA,NA,opposite,NA,simple,NA,deciduous,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,orthodox,0.2365,28.595,85,0.4941875,19.36275308,NA,0.159
1007,Verbena hastata,5,,4,3,NA,NA,opposite,NA,simple,NA,NA,NA,c3,herb,NA,biennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,orthodox,0.249938179,20.935208,92,0.231090909,44.15222598,17.91810423,0.842857143
1008,Verbena stricta,2,,1,,NA,NA,opposite,NA,simple,NA,NA,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.301351141,16.68,NA,1.026892857,11.5942029,14.95424974,0.746206897
1009,Verbena urticifolia,3,,2,,NA,NA,opposite,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,22.33,NA,0.442375,17.09401709,NA,1.161
1011,Veronica americana,5,4,7,9,NA,NA,opposite,green,simple,SpSu,NA,NA,NA,herb,fast,annual,NA,no,low,yes,none,tolerant,yes,non-woody,no,orthodox,NA,NA,100,0.253457729,NA,NA,0.22192
1013,Veronica anagallis-aquatica,2,,4,7,animal,seed,opposite,NA,simple,NA,evergreen,lanceolate,c3,herb,NA,annual,NA,NA,NA,NA,medium,intolerant,yes,non-woody,NA,orthodox,0.125411818,NA,95,0.050938095,33.575,39.376,0.3240625
1016,Veronica peregrina,0,3,,,animal,seed,opposite,NA,simple,NA,deciduous,cuneate,c3,herb,NA,annual,seed,NA,NA,NA,NA,intolerant,NA,non-woody,NA,orthodox,0.131459333,NA,NA,0.031871429,18.5915493,28.76133333,0.128333333
1017,Veronica scutellata,10,4,,9,animal,seed,opposite,NA,simple,NA,evergreen,lanceolate,c3,herb,NA,perennial,seed and vegetative,NA,NA,NA,NA,intolerant,yes,non-woody,NA,orthodox,0.199632787,NA,60,0.513436842,51.7,29.81231483,0.191666667
1018,Veronicastrum virginicum,10,,8,6,NA,NA,whorled,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.29738595,NA,NA,0.054995884,NA,20.2510316,0.688695652
1019,Viburnum lentago,8,,,4,animal,NA,opposite,green,simple,SpSu,deciduous,NA,NA,shrub,slow,perennial,NA,no,low,no,none,tolerant,NA,woody,yes,orthodox,NA,22.42,NA,72.51755758,NA,38.65328302,9.0424
1021,Viburnum rafinesquianum,10,,,6,NA,NA,opposite,NA,simple,NA,deciduous,NA,c3,shrub,NA,perennial,NA,NA,NA,NA,NA,NA,NA,woody,NA,orthodox,NA,14.1,NA,NA,NA,NA,NA
1025,Viola nephrophylla,4,7,,10,NA,NA,rosette,NA,simple,NA,deciduous,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.19915,20.716,NA,1.1075,38.65160547,NA,0.077142857
1027,Viola nuttallii,8,,6,,NA,NA,rosette,NA,simple,NA,NA,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,29.82428627,NA,2.9,NA,24.99,0.121
1028,Viola pedatifida,8,,6,9,NA,NA,rosette,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.159079958,20.391282,NA,0.995833333,31.66580317,17.18560113,0.159444444
1029,Viola nephrophila,2,,,1,NA,NA,NA,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,Viola pubescens,9,,5,7,NA,NA,rosette,dark green,simple,SpSu,NA,NA,c3,herb,moderate,perennial,NA,no,med,no,none,tolerant,yes,non-woody,yes,NA,0.158903223,16.35,NA,2.212,NA,38.6168743,0.231804444
1031,Viola sororia,2,,,3,NA,NA,rosette,green,simple,Sp,deciduous,NA,c3,herb,moderate,perennial,NA,no,low,no,none,intermediate,yes,non-woody,no,NA,0.141317807,22.2,NA,NA,15.98593006,29.06874342,0.133813333
1032,Vitis vulpina,3,,,4,NA,NA,alternate,green,simple,SpSuF,deciduous,NA,c3,vine,moderate,perennial,NA,yes,med,no,none,intermediate,NA,woody,yes,orthodox,0.226351875,27.35162375,NA,45.53504793,NA,33.35355767,8.707576471
1033,Wolffia borealis,5,6,7,,NA,NA,NA,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
1034,Wolffia columbiana,5,8,4,,NA,NA,NA,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
1035,Woodsia oregana,8,,6,,NA,NA,rosette,NA,compound,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
1037,Yucca glauca,6,,4,,NA,NA,rosette,green,simple,SpSu,NA,NA,NA,herb,moderate,perennial,NA,no,high,no,none,intolerant,yes,non-woody,no,orthodox,NA,NA,88,19.12789911,NA,NA,0.3048
1038,Zannichellia palustris,2,5,,8,animal,fruit,rosette,NA,simple,NA,NA,NA,c3,herb,NA,perennial,NA,NA,NA,NA,low,intolerant,yes,non-woody,NA,orthodox,0.132058333,28.2,NA,0.8537,50.7,85.614,0.5375
1039,Zanthoxylum americanum,3,,,4,animal,NA,alternate,NA,compound,NA,deciduous,NA,NA,tree,NA,perennial,NA,NA,NA,NA,NA,NA,NA,woody,NA,orthodox,0.252321733,NA,NA,14.29722222,NA,33.43214408,1.47355
1040,Zizania aquatica,5,2,,9,NA,NA,alternate,green,simple,Sp,NA,NA,NA,graminoid,fast,perennial,NA,no,none,intermediate,low,intolerant,none,non-woody,no,NA,NA,NA,NA,39.9381438,NA,NA,2.98704
1041,Zizia aptera,8,6,,9,NA,NA,alternate,NA,compound,NA,NA,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.321851453,17.86533333,NA,1.622,NA,40.37573969,0.34
1042,Zizia aurea,8,,5,6,NA,NA,alternate,NA,simple,NA,NA,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.284832305,26.92,NA,2.4046,24.82040143,16.01265838,0.568148148
1043,Acalypha rhomboidea,0,,1,,,,alternate,NA,simple,,,,NA,herb,,annual,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,NA,,,NA
1044,Achillea alpina,10,3,,,,,alternate,NA,compound,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,0.22,,,1
1046,Agastache scrophulariifolia,9,,7,5,,,opposite,NA,simple,,,,NA,subshrub,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,NA,,,NA
1052,Pascopyrum smithii,4,,2,,,,alternate,green,simple,,,,NA,graminoid,,perennial,,no,high,high,high,intolerant,,non-woody,,,NA,,,2.73875,,,1
1054,Alisma subcordaturn,2,,4,,,,rosette,NA,simple,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,NA,,,NA
1055,Alisma triviale,2,,4,,,,rosette,NA,simple,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,NA,,,NA
1056,Allium canadense,8,,2,2,,,rosette,NA,simple,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,0.192113488,,,0.805133333,,,0.273
1057,Allium cernuum,8,,,7,,,rosette,NA,simple,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,3.813817,,,NA
1058,Allium drummondii,10,,6,,,,rosette,NA,simple,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,NA,,,NA
1059,Alnus incana,9,4,,7,,,alternate,green,simple,,,,NA,tree,,perennial,,no,low,high,none,intermediate,,woody,,,0.22246,,,0.856192381,,,22
1065,Amelanchier humilis,6,,,7,,,alternate,NA,simple,,,,NA,shrub,,perennial,,NA,NA,NA,NA,NA,,woody,,,NA,,,NA,,,NA
1067,Andropogon gerardii,5,,4,,,,alternate,green,simple,,,,NA,graminoid,,perennial,,no,high,high,medium,intolerant,,non-woody,,,0.375354108,14.09403227,,0.001521979,,16.36,1.77
1068,Schizachyrium scoparium,6,,5,5,,,alternate,green,simple,,,,NA,graminoid,,perennial,,no,high,intermediate,none,intolerant,,non-woody,,,0.401477833,14.42454673,,0.175066667,,14.49,1.11
1070,Anemone quinquefolia,10,,,7,,,alternate,NA,simple,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,NA,,,NA
1071,Anemone virginiana,8,6,4,4,,,alternate,NA,simple,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,0.255045872,,,0.863733333,,,0.458
1073,Antennaria howellii ,7,,4,,,,rosette,NA,simple,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,NA,,,NA
1074,Antennaria parvifolia,6,,5,,,,rosette,NA,simple,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,NA,,,NA
1082,Arctostaphylos uva-ursi,8,5,,10,,,alternate,dark green,simple,,,,c3,subshrub,,perennial,,no,high,low,medium,intermediate,,woody,,,0.371,,,14.69841114,,,0.1
1083,Eremogone hookeri,8,,7,,,,opposite,NA,simple,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,woody,,,NA,,,NA,,,NA
1084,Moehringia lateriflora,8,,,7,,,opposite,NA,simple,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,0.4615,,,0.2
1086,Aristida basiramea,0,,4,6,,,alternate,NA,simple,,,,NA,graminoid,,annual,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,NA,,,NA
1088,Aristida purpurea,4,,5,,,,alternate,NA,simple,,,,NA,graminoid,,annual,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,NA,,,NA
1089,Asclepias incarnata,5,,4,4,,,opposite,green,simple,,,,NA,herb,,perennial,,no,none,low,none,intolerant,,non-woody,,,NA,,,NA,,,NA
1090,Asclepias tuberosa,9,,6,5,,,opposite,green,simple,,,,NA,herb,,perennial,,no,high,high,none,intolerant,,non-woody,,,0.241437008,,,1.94235,,,0.506
1091,Symphyotrichum ciliatum,0,4,,,,,alternate,NA,simple,,,,NA,herb,,annual,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,0.17,,,NA
1092,Symphyotrichum ciliolatum,8,3,2,9,,,alternate,NA,simple,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,0.3068,,,1.1
1093,Symphyotrichum falcatum ,4,,3,,,,alternate,NA,simple,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,NA,,,NA
1094,Symphyotrichum ericoides var. ericoides,2,4,5,4,,,alternate,NA,simple,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,NA,,,NA
1096,Symphyotrichum lanceolatum ,4,6,4,,,,alternate,NA,simple,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,NA,,,NA
1097,Symphyotrichum boreale,10,6,,,,,alternate,NA,simple,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,NA,,,NA
1098,Symphyotrichum laeve,5,,7,8,,,alternate,NA,simple,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,0.322368421,,,0.306,,,0.398
1099,Symphyotrichum lateriflorum,10,,6,2,,,alternate,NA,simple,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,NA,,,NA
1100,Symphyotrichum puniceum ,10,5,,7,,,alternate,NA,simple,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,NA,,,NA
1101,Symphyotrichum novae-angliae,8,,3,4,,,alternate,NA,simple,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,0.30875,,,NA
1102,Symphyotrichum oblongifolium,8,,5,7,,,alternate,NA,simple,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,0.323383085,17.87286035,,0.285866667,,11.15,0.523
1103,Symphyotrichum ontarionis ,10,,6,4,,,alternate,NA,simple,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,NA,,,NA
1104,Symphyotrichum oolentangiense,10,,8,7,,,alternate,NA,simple,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,0.287974684,,,0.128133333,,,0.493
1105,Symphyotrichum ericoides var. pansum,4,,4,,,,alternate,NA,simple,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,NA,,,NA
1107,Symphyotrichum pilosum ,1,,0,0,,,alternate,NA,simple,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,NA,,,NA
1108,Doellingeria umbellata ,9,,,8,,,alternate,NA,simple,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,NA,,,NA
1110,Symphyotrichum cordifolium,8,,,6,,,alternate,gray-green,simple,,,,NA,herb,,perennial,,no,med,high,none,intolerant,,non-woody,,,NA,,,NA,,,NA
1111,Symphyotrichum sericeum,10,,8,9,,,alternate,NA,simple,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,0.25,,,0.086866667,,,0.446
1115,Astragalus bisulcatus,5,,6,,,,alternate,NA,compound,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,4.75,,,NA
1119,Astragalus gilviflorus,7,,8,,,,alternate,NA,compound,,,,NA,herb,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,NA,,,NA
1120,Astragalus missouriensis,7,,6,,,,alternate,NA,compound,,,,NA,subshrub,,perennial,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,NA,,,NA
1125,Atriplex dioica,2,,3,,,,alternate,NA,simple,,,,NA,herb,,annual,,NA,NA,NA,NA,NA,,non-woody,,,NA,,,NA,,,NA
1128,Bidens cernua,3,,,2,,,opposite,green,simple,,,,c3,herb,,annual,,no,low,low,low,intermediate,,non-woody,,,0.159555,,,3.1225,,,0.6
